Row,Identifier 1,Identifier 2,Comment,Preparation,Method,Time Code,Amount,Peak Nr,Start,Width,Ampl  28,Area 28,BGD 28,d 15N/14N,Ampl  44,Area 44,d 13C/12C,BGD 44,BGD 45,BGD 46,R 29N2/28N2,R 45CO2/44CO2,R 46CO2/44CO2
21,Blue Grama,E5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C96 dilution,2022/06/25 18:14:50,4.084,4,349.4,191.2,5945,291.209,17.7,1.566,,,,,,,0.0073679,,
21,Blue Grama,E5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C96 dilution,2022/06/25 18:14:50,4.084,5,714.2,252.7,,,,,7628,659.403,-12.149,0.6,-0.0,1.0,,0.0118381,0.0039142
21,Blue Grama,E5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C96 dilution,2022/06/25 18:14:50,4.084,6,1179,57.7,,,,,3810,156.966,-3.7,5.4,5.6,7.5,,0.0119328,0.003917
22,Blue Grama,E6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C96 dilution,2022/06/25 18:23:26,5.122,1,76.5,52.3,2575,107.508,18.6,-1.193,,,,,,,0.0073476,,
22,Blue Grama,E6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C96 dilution,2022/06/25 18:23:26,5.122,2,165.7,52.5,2580,107.664,18.3,-1.25,,,,,,,0.0073472,,
22,Blue Grama,E6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C96 dilution,2022/06/25 18:23:26,5.122,3,255,52.5,2584,107.809,17.8,-1.326,,,,,,,0.0073466,,
22,Blue Grama,E6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C96 dilution,2022/06/25 18:23:26,5.122,4,350.7,198.3,7726,371.362,17.6,1.468,,,,,,,0.0073672,,
22,Blue Grama,E6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C96 dilution,2022/06/25 18:23:26,5.122,5,707.9,271.3,,,,,8909,831.703,-12.113,0.6,-0.1,1.0,,0.0118382,0.0039119
22,Blue Grama,E6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C96 dilution,2022/06/25 18:23:26,5.122,6,1179.2,57.5,,,,,3827,157.462,-3.7,6.8,7.3,9.6,,0.0119328,0.003917
23,Casein micro loop,F8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:32:34,0.32,1,76.3,52.5,2576,107.464,18.9,-1.174,,,,,,,0.0073478,,
23,Casein micro loop,F8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:32:34,0.32,2,165.7,52.5,2576,107.532,18.5,-1.25,,,,,,,0.0073472,,
23,Casein micro loop,F8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:32:34,0.32,3,255,52.5,2576,107.479,18.0,-1.266,,,,,,,0.0073471,,
23,Casein micro loop,F8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:32:34,0.32,4,346.5,171,1857,98.496,17.8,6.081,,,,,,,0.0074011,,
23,Casein micro loop,F8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:32:34,0.32,5,716.2,216.5,,,,,3968,261.697,-25.478,4.7,4.8,6.7,,0.011693,0.0039515
23,Casein micro loop,F8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:32:34,0.32,6,1179,57.7,,,,,3819,157.723,-3.7,4.6,4.6,6.4,,0.0119328,0.003917
24,blank,X,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:41:10,0,1,76.3,52.5,2573,107.405,15.7,-1.154,,,,,,,0.0073479,,
24,blank,X,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:41:10,0,2,165.5,52.7,2576,107.465,15.6,-1.25,,,,,,,0.0073472,,
24,blank,X,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:41:10,0,3,255,52.5,2578,107.347,15.4,-1.278,,,,,,,0.007347,,
24,blank,X,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:41:10,0,4,1178.8,57.3,,,,,3825,157.47,-3.7,0.8,0.2,1.0,,0.0119328,0.003917
25,blank,X,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:49:46,0,1,76.3,52.5,2571,107.234,14.4,-1.147,,,,,,,0.007348,,
25,blank,X,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:49:46,0,2,165.5,52.7,2569,107.272,14.4,-1.25,,,,,,,0.0073472,,
25,blank,X,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:49:46,0,3,255,52.5,2570,107.143,14.2,-1.259,,,,,,,0.0073471,,
25,blank,X,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:49:46,0,4,1178.8,57.1,,,,,3816,157.023,-3.7,0.1,-0.7,0.0,,0.0119328,0.003917
26,Casein,A3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:58:22,0.087,1,76.3,52.5,2574,107.502,14.0,-1.216,,,,,,,0.0073475,,
26,Casein,A3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:58:22,0.087,2,165.7,52.5,2573,107.459,14.0,-1.25,,,,,,,0.0073472,,
26,Casein,A3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:58:22,0.087,3,255,52.5,2575,107.426,13.9,-1.317,,,,,,,0.0073467,,
26,Casein,A3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:58:22,0.087,4,350.7,146.7,488,26.593,14.0,4.838,,,,,,,0.007392,,
26,Casein,A3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:58:22,0.087,5,723.6,191,,,,,1152,75.2,-25.384,0.3,-0.4,0.4,,0.0116963,0.0039738
26,Casein,A3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 18:58:22,0.087,6,1179,57.3,,,,,3823,157.319,-3.7,0.5,-0.2,0.7,,0.0119328,0.003917
27,Casein,A4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:06:58,0.409,1,76.5,52.5,2564,106.925,14.1,-1.227,,,,,,,0.0073474,,
27,Casein,A4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:06:58,0.409,2,165.7,52.5,2570,107.007,14.1,-1.25,,,,,,,0.0073472,,
27,Casein,A4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:06:58,0.409,3,255,52.5,2573,107.375,14.0,-1.276,,,,,,,0.007347,,
27,Casein,A4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:06:58,0.409,4,347.1,175.1,2457,129.276,14.1,6.524,,,,,,,0.0074044,,
27,Casein,A4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:06:58,0.409,5,717.5,222.2,,,,,5190,344.22,-25.509,0.2,-0.5,0.2,,0.0116928,0.0039534
27,Casein,A4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:06:58,0.409,6,1179,57.5,,,,,3824,157.462,-3.7,2.4,2.0,3.3,,0.0119328,0.003917
28,Casein,A5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:15:34,0.231,1,76.3,52.5,2574,107.332,14.6,-1.22,,,,,,,0.0073474,,
28,Casein,A5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:15:34,0.231,2,165.7,52.5,2577,107.477,14.6,-1.25,,,,,,,0.0073472,,
28,Casein,A5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:15:34,0.231,3,255,52.5,2571,107.366,14.3,-1.279,,,,,,,0.007347,,
28,Casein,A5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:15:34,0.231,4,347.8,166.8,1318,70.471,14.4,6.18,,,,,,,0.0074019,,
28,Casein,A5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:15:34,0.231,5,720.4,209.6,,,,,2895,190.413,-25.556,0.5,-0.1,0.7,,0.0116932,0.0039625
28,Casein,A5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:15:34,0.231,6,1179,57.1,,,,,3815,157.318,-3.7,1.4,0.8,1.8,,0.0119328,0.003917
29,Casein,A6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:24:10,0.291,1,76.3,52.5,2568,106.883,14.4,-1.161,,,,,,,0.0073479,,
29,Casein,A6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:24:10,0.291,2,165.5,52.7,2562,107.179,14.4,-1.25,,,,,,,0.0073472,,
29,Casein,A6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:24:10,0.291,3,255,52.5,2575,107.522,14.2,-1.242,,,,,,,0.0073473,,
29,Casein,A6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:24:10,0.291,4,348.2,169.5,1690,89.797,14.3,6.164,,,,,,,0.0074017,,
29,Casein,A6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:24:10,0.291,5,719,214.9,,,,,3668,241.362,-25.629,0.3,-0.3,0.5,,0.011692,0.0039588
29,Casein,A6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:24:10,0.291,6,1179,57.3,,,,,3812,156.86,-3.7,1.6,1.1,2.1,,0.0119328,0.003917
30,Casein,A7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:32:46,0.515,1,76.3,52.5,2568,107.101,14.5,-1.179,,,,,,,0.0073477,,
30,Casein,A7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:32:46,0.515,2,165.7,52.5,2575,107.45,14.5,-1.25,,,,,,,0.0073472,,
30,Casein,A7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:32:46,0.515,3,255.2,52.3,2568,107.189,14.2,-1.307,,,,,,,0.0073468,,
30,Casein,A7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:32:46,0.515,4,346.5,178.3,3083,161.183,14.3,6.477,,,,,,,0.007404,,
30,Casein,A7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:32:46,0.515,5,716.7,228.4,,,,,6473,429.773,-25.585,0.3,-0.4,0.6,,0.0116914,0.0039482
30,Casein,A7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:32:46,0.515,6,1179,57.5,,,,,3820,157.434,-3.7,2.9,2.6,4.0,,0.0119328,0.003917
31,Casein,A8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:41:22,0.702,1,76.5,52.5,2559,106.603,14.7,-1.211,,,,,,,0.0073475,,
31,Casein,A8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:41:22,0.702,2,165.7,52.5,2569,106.915,14.7,-1.25,,,,,,,0.0073472,,
31,Casein,A8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:41:22,0.702,3,255.2,52.5,2572,107.003,14.5,-1.265,,,,,,,0.0073471,,
31,Casein,A8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:41:22,0.702,4,345.9,182,4336,224.288,14.5,6.441,,,,,,,0.0074038,,
31,Casein,A8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:41:22,0.702,5,715.2,236,,,,,8851,594.562,-25.556,0.5,-0.1,0.8,,0.011691,0.0039411
31,Casein,A8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:41:22,0.702,6,1179.2,57.5,,,,,3822,157.208,-3.7,4.1,4.0,5.8,,0.0119328,0.003917
32,Casein,A9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:49:58,0.627,1,76.5,52.5,2567,106.793,15.1,-1.203,,,,,,,0.0073476,,
32,Casein,A9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:49:58,0.627,2,165.7,52.5,2567,107.166,15.0,-1.25,,,,,,,0.0073472,,
32,Casein,A9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:49:58,0.627,3,255.2,52.5,2571,107.132,14.8,-1.329,,,,,,,0.0073466,,
32,Casein,A9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:49:58,0.627,4,345.7,180.2,3817,198.236,14.8,6.429,,,,,,,0.0074037,,
32,Casein,A9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:49:58,0.627,5,715.4,232.6,,,,,7892,526.796,-25.549,0.7,0.1,1.1,,0.0116913,0.0039433
32,Casein,A9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:49:58,0.627,6,1179.2,57.5,,,,,3822,157.402,-3.7,3.8,3.7,5.3,,0.0119328,0.003917
33,Casein,A10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:58:34,1.019,1,76.3,52.5,2563,106.964,15.0,-1.158,,,,,,,0.0073479,,
33,Casein,A10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:58:34,1.019,2,165.7,52.5,2563,107.115,15.0,-1.25,,,,,,,0.0073472,,
33,Casein,A10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:58:34,1.019,3,255.2,52.3,2567,106.868,14.7,-1.282,,,,,,,0.007347,,
33,Casein,A10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:58:34,1.019,4,345.1,189.1,6361,325.49,14.7,6.515,,,,,,,0.0074043,,
33,Casein,A10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:58:34,1.019,5,713.5,246.2,,,,,12599,864.356,-25.543,0.7,0.1,1.1,,0.0116904,0.0039337
33,Casein,A10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 19:58:34,1.019,6,1179.2,57.3,,,,,3822,156.96,-3.7,6.1,6.4,8.7,,0.0119328,0.003917
34,Casein,A11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:07:10,0.927,1,76.3,52.5,2567,106.809,15.5,-1.187,,,,,,,0.0073477,,
34,Casein,A11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:07:10,0.927,2,165.7,52.3,2567,106.901,15.4,-1.25,,,,,,,0.0073472,,
34,Casein,A11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:07:10,0.927,3,255,52.5,2570,107.206,15.1,-1.254,,,,,,,0.0073472,,
34,Casein,A11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:07:10,0.927,4,344.6,188.3,5771,295.852,15.0,6.465,,,,,,,0.007404,,
34,Casein,A11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:07:10,0.927,5,713.7,242.4,,,,,11590,786.66,-25.564,1.0,0.4,1.6,,0.0116903,0.003935
34,Casein,A11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:07:10,0.927,6,1179,57.7,,,,,3830,157.278,-3.7,5.7,5.9,8.1,,0.0119328,0.003917
35,Casein,A12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:15:46,0.863,1,76.3,52.5,2563,106.943,15.5,-1.18,,,,,,,0.0073477,,
35,Casein,A12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:15:46,0.863,2,165.7,52.5,2566,106.752,15.4,-1.25,,,,,,,0.0073472,,
35,Casein,A12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:15:46,0.863,3,255,52.5,2567,106.979,15.1,-1.247,,,,,,,0.0073472,,
35,Casein,A12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:15:46,0.863,4,344.9,188.5,5367,276.259,15.1,6.537,,,,,,,0.0074045,,
35,Casein,A12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:15:46,0.863,5,713.5,241.6,,,,,10807,733.133,-25.603,1.0,0.5,1.6,,0.01169,0.0039364
35,Casein,A12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:15:46,0.863,6,1179,57.9,,,,,3829,157.589,-3.7,5.4,5.6,7.7,,0.0119328,0.003917
36,USGS61,B1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:24:22,0.216,1,77.1,52.3,2561,106.667,15.5,-1.201,,,,,,,0.0073476,,
36,USGS61,B1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:24:22,0.216,2,166.4,52.5,2566,106.961,15.4,-1.25,,,,,,,0.0073472,,
36,USGS61,B1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:24:22,0.216,3,255.6,52.7,2564,107.135,15.1,-1.276,,,,,,,0.007347,,
36,USGS61,B1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:24:22,0.216,4,347.1,174.7,2499,131.744,15.1,-2.918,,,,,,,0.0073349,,
36,USGS61,B1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:24:22,0.216,5,718.5,224.9,,,,,5664,371.865,-33.902,2.4,2.1,3.7,,0.0115998,0.0039614
36,USGS61,B1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:24:22,0.216,6,1179.6,57.3,,,,,3796,156.287,-3.7,4.0,3.9,5.8,,0.0119328,0.003917
37,USGS63,B2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:32:58,0.173,1,76.3,52.5,2566,107.168,14.7,-1.216,,,,,,,0.0073475,,
37,USGS63,B2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:32:58,0.173,2,165.5,52.5,2576,107.396,14.7,-1.25,,,,,,,0.0073472,,
37,USGS63,B2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:32:58,0.173,3,255,52.5,2575,107.463,14.6,-1.298,,,,,,,0.0073468,,
37,USGS63,B2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:32:58,0.173,4,346.3,172,2062,109.082,14.7,37.347,,,,,,,0.0076311,,
37,USGS63,B2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:32:58,0.173,5,717.3,221.7,,,,,4706,308.701,-0.451,1.3,0.8,2.1,,0.0119738,0.0039612
37,USGS63,B2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:32:58,0.173,6,1179,57.5,,,,,3802,156.175,-3.7,2.8,2.6,4.1,,0.0119328,0.003917
38,IAEA600,B3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:41:34,0.179,1,76.3,52.5,2563,106.61,14.5,-1.184,,,,,,,0.0073477,,
38,IAEA600,B3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:41:34,0.179,2,165.7,52.3,2568,106.844,14.5,-1.25,,,,,,,0.0073472,,
38,IAEA600,B3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:41:34,0.179,3,255,52.5,2573,106.957,14.4,-1.256,,,,,,,0.0073472,,
38,IAEA600,B3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:41:34,0.179,4,346.1,172,2091,110.475,14.5,0.941,,,,,,,0.0073633,,
38,IAEA600,B3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:41:34,0.179,5,716.7,222.4,,,,,4777,313.029,-26.694,0.9,0.4,1.5,,0.0116805,0.0039624
38,IAEA600,B3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 20:41:34,0.179,6,1179,56.6,,,,,3795,156.099,-3.7,2.6,2.3,3.8,,0.0119328,0.003917
39,USGS40,B4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:50:10,0.501,1,76.3,52.5,2570,107.366,14.5,-1.164,,,,,,,0.0073478,,
39,USGS40,B4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:50:10,0.501,2,165.5,52.5,2573,107.115,14.5,-1.25,,,,,,,0.0073472,,
39,USGS40,B4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:50:10,0.501,3,255,52.5,2572,107.273,14.3,-1.316,,,,,,,0.0073467,,
39,USGS40,B4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:50:10,0.501,4,347.8,171.6,1918,101.038,14.4,-4.531,,,,,,,0.0073231,,
39,USGS40,B4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:50:10,0.501,5,717.9,222,,,,,5157,341.072,-25.242,0.3,-0.4,0.5,,0.0116957,0.0039527
39,USGS40,B4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:50:10,0.501,6,1179,57.3,,,,,3833,157.775,-3.7,2.2,1.7,3.0,,0.0119328,0.003917
40,USGS88,B5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:58:46,0.323,1,76.3,52.5,2563,106.961,14.6,-1.171,,,,,,,0.0073478,,
40,USGS88,B5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:58:46,0.323,2,165.5,52.7,2572,107.304,14.6,-1.25,,,,,,,0.0073472,,
40,USGS88,B5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:58:46,0.323,3,255,52.5,2574,107.322,14.4,-1.278,,,,,,,0.007347,,
40,USGS88,B5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:58:46,0.323,4,346.1,176.2,2208,117.027,14.4,14.917,,,,,,,0.0074661,,
40,USGS88,B5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:58:46,0.323,5,719.8,214.2,,,,,3609,237.753,-15.08,0.4,-0.2,0.7,,0.0118101,0.0039597
40,USGS88,B5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:58:46,0.323,6,1178.8,57.7,,,,,3824,157.391,-3.7,1.5,1.0,2.1,,0.0119328,0.003917
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,1,76.1,52.5,2575,107.357,14.6,-1.162,,,,,,,0.0073479,,
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,2,165.5,52.5,2574,107.312,14.5,-1.25,,,,,,,0.0073472,,
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,3,255,52.5,2572,107.354,14.3,-1.287,,,,,,,0.0073469,,
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,4,346.1,174.1,2195,116.044,14.4,6.279,,,,,,,0.0074026,,
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,5,718.3,214.2,,,,,3791,249.219,-16.783,0.4,-0.3,0.5,,0.0117909,0.0039587
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,6,1178.8,57.3,,,,,3827,157.501,-3.7,1.5,1.1,2.1,,0.0119328,0.003917
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,1,76.1,52.7,2568,107.393,14.6,-1.235,,,,,,,0.0073473,,
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,2,165.5,52.5,2568,107.093,14.5,-1.25,,,,,,,0.0073472,,
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,3,255,52.3,2573,107.24,14.3,-1.294,,,,,,,0.0073469,,
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,4,345.7,177.4,2663,140.301,14.4,-2.876,,,,,,,0.0073352,,
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,5,714.4,227.2,,,,,6022,395.897,-33.921,0.9,0.4,1.5,,0.0115997,0.0039625
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,6,1178.8,57.3,,,,,3822,157.335,-3.7,3.1,2.8,4.4,,0.0119328,0.003917
